LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0002735513-0001-0,PASEO DE CAHUENGA LLC,MADERA 28,1835 N CAHUENGA BLVD,HOLLYWOOD,1835 CAHUENGA 90028-5001,6646 HOLLYWOOD BLVD #212,HOLLYWOOD,90028-6229,722110,Full-service restaurants,13,03/15/2014,,"(34.1045, -118.33)"
0000360508-0001-1,JIN WEN YU,1ST WOK,5565 W MANCHESTER AVENUE,LOS ANGELES,5565 MANCHESTER 90045-4413,,,,722110,Full-service restaurants,11,04/08/1996,,"(33.9599, -118.3783)"
0002696433-0001-9,LILIAN GONZALEZ & AMALIA VILLATORO LEYVA,MARISCOS LA SERENATA VIP | MARISCOS LA SERENATA VIP INC,19265 ROSCOE BLVD,NORTHRIDGE,19265 ROSCOE 91324-4240,19265 ROSCOE BLVD,NORTHRIDGE,91324-4240,722110,Full-service restaurants,3,08/09/2013,,"(34.2204, -118.5528)"
0000844114-0001-7,CY CASTRO CORPORATION,ALEJOS PRESTO TRATTORIA,8343 LINCOLN BLVD,WESTCHESTER,8343 LINCOLN 90045-2413,,,,722110,Full-service restaurants,11,02/01/1993,,"(33.9616, -118.4208)"
0000202797-0001-6,KDB RESTAURANTS INC,KOUNTRY FOLKS RESTAURANT,8501 SEPULVEDA BLVD,NORTH HILLS,8501 SEPULVEDA 91343-5824,742 EISENHOWER WAY,SIMI VALLEY,93065-8360,722110,Full-service restaurants,6,02/10/1985,,"(34.2246, -118.4676)"
0000641043-0001-2,OSCAR FLORES CAMACHO,CALIFORNIA MEXICAN GRILL,11106 W OLYMPIC BLVD,LOS ANGELES,11106 OLYMPIC 90064-1806,,,,722110,Full-service restaurants,5,09/09/1997,,"(34.0401, -118.4379)"
0000380400-0001-9,LA PIZZA LLC,LA PIZZA,12515 BURBANK BLVD,N HOLLYWOOD,12515 BURBANK 91607-1503,6542 N CHRISTIANA AVENUE,LINCOLNWOOD,60712-3812,722110,Full-service restaurants,2,01/01/1984,,"(34.1721, -118.4055)"
0000392654-0002-1,ARMAN GROUP INC,,8133 W MANCHESTER AVENUE,PLAYA DEL REY,8133 MANCHESTER 90293-8211,18200 SHEFFIELD LANE,NORTHRIDGE,91326-3609,722110,Full-service restaurants,11,03/19/2008,,"(33.9586, -118.4378)"
0000841265-0004-1,TBS FOODS INC,JACK IN THE BOX # 270,4353 S FIGUEROA STREET,LOS ANGELES,4353 FIGUEROA 90037-2654,4917 GENESTA AVENUE,ENCINO,91316-3438,722110,Full-service restaurants,9,08/21/1989,,"(34.0044, -118.2827)"
0000239637-0034-2,EL POLLO LOCO INC,EL POLLO LOCO #6005,8351 SUNLAND BLVD,SUN VALLEY,8351 SUNLAND 91352-3478,3535 HARBOR BLVD SUITE #100,COSTA MESA,92626-1494,722110,Full-service restaurants,6,07/31/2003,,"(34.2228, -118.366)"
0002615995-0001-2,CARMEN ALEMAN,TACOS GUADALAJARA,15259 PARTHENIA STREET,NORTH HILLS,15259 PARTHENIA 91343-5304,,,,722110,Full-service restaurants,6,05/25/2012,,"(34.2283, -118.464)"
0000027256-0001-4,ROSEHEN CORP,MCDONALDS #3358/8009,2810 S FIGUEROA STREET,LOS ANGELES,2810 FIGUEROA 90007-3257,2202 S FIGUEROA STREET SUITE #4003,LOS ANGELES,90007-2049,722110,Full-service restaurants,9,06/01/1975,,"(34.0263, -118.2771)"
0002577664-0001-0,HAYATS KITCHEN INC,HAYAT KITCHEN,11009 BURBANK BLVD UNIT #117,NORTH HOLLYWOOD,11009 BURBANK 91601-5741,,,,722110,Full-service restaurants,2,09/16/2011,,"(34.1721, -118.3707)"
0000088566-0001-8,RIGO'S TACO #6 INC,RIGOS TACO #6,11324 VANOWEN STREET,N HOLLYWOOD,11324 VANOWEN 91605-6320,671 N MACLAY AVENUE,SAN FERNANDO,91340-2136,722110,Full-service restaurants,2,09/26/1993,,"(34.1939, -118.3776)"
0000159771-0001-9,MARIA DEL CARMEN SALAS,LA PARRILLA RESTAURANT,2126 E CESAR E CHAVEZ AVENUE,LOS ANGELES,2126 CESAR E CHAVEZ 90033-1823,,,,722110,Full-service restaurants,14,08/16/1978,,"(34.048, -118.2105)"
0000138511-0001-1,GRANILLO INC,LA JUNGLA NIGHT CLUB,8568 SEPULVEDA BLVD,NORTH HILLS,8568 SEPULVEDA 91343-5825,,,,722110,Full-service restaurants,6,10/26/2000,,"(34.2258, -118.4676)"
0002701210-0001-3,ANABEL CORREA,MARTHA'S KITCHEN,2526 DALY STREET,LOS ANGELES,2526 DALY 90031-2223,2526 DALY STREET,LOS ANGELES,90031-2223,722110,Full-service restaurants,1,09/15/2013,,"(34.0761, -118.2157)"
0002742003-0001-0,A3P LLC,TAWANNA THAI,6236 WILSHIRE BLVD,LOS ANGELES,6236 WILSHIRE 90048-5104,,,,722110,Full-service restaurants,5,01/24/2014,,"(34.0632, -118.3641)"
0000710339-0001-0,STARBUCKS CORPORATION,STARBUCKS COFFEE #6451,9824 NATIONAL BLVD SUITE #A,LOS ANGELES,9824 NATIONAL 90034-2713,POST OFFICE BOX #34442,SEATTLE,98124-1442,722110,Full-service restaurants,5,10/19/2002,,"(34.031, -118.4014)"
0002619319-0001-1,WATCHARAPON PANYAM / RUNGRAVE CHIRTCHUBUPAGAREE,RAMA THAI CUISINE,625 S HILL STREET SUITE #B68-69,LOS ANGELES,625 HILL 90014-4003,,,,722110,Full-service restaurants,14,06/04/2012,,"(34.047, -118.2533)"
0000877534-0001-8,GREEK KABOB INC,GREEK KEBOB,11911 W OLYMPIC BLVD,LOS ANGELES,11911 OLYMPIC 90064-1115,,,,722110,Full-service restaurants,11,01/01/1990,,"(34.0327, -118.4516)"
0002705978-0001-8,EVELIA GUTIERREZ,CHABELITA'S RESTAURANT,10767 SAN FERNANDO ROAD,PACOIMA,10767 SAN FERNANDO 91331-2628,,,,722110,Full-service restaurants,7,10/04/2013,,"(34.2654, -118.4214)"
0003290965-0001-9,8ONE8 TACOS INC.,COSTA GRANDE RESTAURANT,7139 Sepulveda #A,Van Nuys,7139 SEPULVEDA 91405,7139 Sepulveda #A,Van Nuys,91405-2930,722110,Full-service restaurants,6,07/01/2021,,"(34.2003, 34.2003)"
0002690647-0003-0,BURGER LOUNGE III LLC,BURGER LOUNGE,13450 MAXELLA AVENUE SUITE #206-111,MARINA DEL REY,13450 MAXELLA 90292-5629,1917 INDIA STREET SUITE #C,SAN DIEGO,92101-2250,722110,Full-service restaurants,11,05/11/2015,,"(33.987, -118.4406)"
0003258504-0001-2,"SHIN-SEN-GUMI E-MANAGEMENT, INC.",,132 S CENTRAL AVENUE,LOS ANGELES,132 CENTRAL 90012-3913,17840 S WESTERN AVENUE,GARDENA,90248-3620,722110,Full-service restaurants,14,07/01/2021,,"(34.0487, -118.2391)"
0002800861-0001-3,NICKER MANCHESTER INC,,1406 W MANCHESTER AVENUE,LOS ANGELES,1406 MANCHESTER 90047-5422,20790 LEAPWOOD AVENUE,CARSON,90746-3610,722110,Full-service restaurants,8,01/01/2014,,"(33.96, -118.3003)"
0000243530-0001-9,MAMORU HANAMURE,MITSURU GRILL,316 E 1ST STREET,LOS ANGELES,316 1ST 90012-3902,,,,722110,Full-service restaurants,14,12/01/1976,,"(34.0501, -118.2404)"
0002623386-0001-6,LA FUENTE BAR & GRILL INC,,2256 COLORADO BLVD SUITE #105,LOS ANGELES,2256 COLORADO 90041-1164,,,,722110,Full-service restaurants,14,07/01/2012,,"(34.1393, -118.2154)"
0002743535-0001-8,LA CONQ LLC,EL CONDOR,3701 W SUNSET BLVD,LOS ANGELES,3701 SUNSET 90026-1527,,,,722110,Full-service restaurants,13,04/01/2014,,"(34.0904, -118.2777)"
0000671318-0001-8,"MCTO, INC.",MARIE CALLENDERS #17,11324 NATIONAL BLVD,LOS ANGELES,11324 NATIONAL 90064-3727,12402 WASHINGTON BLVD,WHITTIER,90602-1005,722110,Full-service restaurants,11,06/16/2004,,"(34.0259, -118.4321)"
0003291703-0001-9,PIE HOLE 2 INC,THE PIE HOLE,714 TRACTION AVENUE,LOS ANGELES,714 Traction 90013-1814,12906 GRAPE HARVEST DRIVE,RANCHO CUCAMONGA,91739-8754,722110,Full-service restaurants,14,01/01/2021,,"(34.0455, -118.2364)"
0002290395-0001-6,PENG JIANG XIE,CHINA EXPRESS RESTAURANT,20423 SHERMAN WAY,WINNETKA,20423 SHERMAN 91306-3109,,,,722110,Full-service restaurants,3,11/13/2007,,"(34.2011, -118.578)"
0002732724-0001-2,WEI HAO ZHANG,GOLDEN HUNAN CHINESE RESTAURANT,10334 RESEDA BLVD,PORTER RANCH,10334 RESEDA 91326-3433,,,,722110,Full-service restaurants,12,02/25/2014,,"(34.2579, -118.5361)"
0000529200-0001-1,JAMMIN INTERNATIONAL GROUP INC,WI JAMMIN CARRIBBEAN RESTAURANT,5103 W PICO BLVD,LOS ANGELES,5103 PICO 90019-4133,,,,722110,Full-service restaurants,10,07/20/1998,,"(34.0479, -118.3493)"
0003194785-0001-3,ROLL SPOT LITTLE TOKYO INC,ROLL SPOT SUSHI & DESSERT,134   ASTRONAUT E S ONIZUKA STREET   UNIT #101C,LOS ANGELES,134 ASTRONAUT E S ONIZUKA 90012-3810,134   ASTRONAUT E S ONIZUKA STREET   UNIT #101C,LOS ANGELES,90012-3810,722110,Full-service restaurants,14,05/01/2020,,"(34.0501, -118.2418)"
0003312599-0001-4,ASIA TASTY INC,,12980 FOOTHILL BLVD,SYLMAR,12980 FOOTHILL 91342-4956,,,,722110,Full-service restaurants,0,01/01/2021,,"(34.2957, -118.4181)"
0003290828-0001-0,KHJD CORPORATION,,235 S Gaffey,San Pedro,235 GAFFEY 90731,235 S Gaffey,San Pedro,90731-2431,722110,Full-service restaurants,15,01/01/2022,,"(33.7421, 33.7421)"
0003292796-0001-2,JADORE INC,JADORE,940 BROXTON AVENUE,LOS ANGELES,940 Broxton 90024-2802,,,,722110,Full-service restaurants,5,03/01/2021,,"(34.0632, -118.4469)"
0000157152-0001-2,JACK IN THE BOX INC,,6800 DE SOTO AVENUE,CANOGA PARK,6800 DE SOTO 91303-2210,9357   SPECTRUM CENTER BLVD,SAN DIEGO,92123-1444,722110,Full-service restaurants,3,09/27/1994,,
0003294622-0001-5,EL SABOR LATINO CORP,,14540 VANOWEN STREET,VAN NUYS,14540 VANOWEN 91405-3940,2253 BURNSIDE STREET,SIMI VALLEY,93065-2516,722110,Full-service restaurants,6,01/01/2022,,"(34.1938, -118.449)"
0003291719-0001-0,SUPER CHARBURGERS INC,,7700 FOOTHILL BLVD,TUJUNGA,7700 FOOTHILL 91042-2121,7700 FOOTHILL BLVD,TUJUNGA,91042-2121,722110,Full-service restaurants,0,02/01/2022,,
0002484404-0001-1,NAMO CORP,GALA THAI,3353 BARHAM BLVD,LOS ANGELES,3353 BARHAM 90068-1446,,,,722110,Full-service restaurants,4,01/14/2010,,"(34.1319, -118.3444)"
0003294649-0001-4,GODINEZ HOSPITALITY GROUP,POLANCO MODERN MEXICAN RESTAURANT,840 S Spring,Los Angeles,840 SPRING 90014,1714 N Flower,Santa Ana,92706-3627,722110,Full-service restaurants,14,02/14/2022,,"(34.0421, 34.0421)"
0002757399-0001-7,LOS GRINGOS LOCOS LLC,LOS GRINGOS LOCOS PPG CAFE,12780 SAN FERNANDO ROAD,SYLMAR,12780 SAN FERNANDO 91342-3728,631 FOOTHILL BLVD,LA CANADA,91011-3403,722110,Full-service restaurants,7,01/15/2014,,"(34.3018, -118.4618)"
0000799945-0001-1,KENNY/PY CHAO,CATCH 21 DOWNTOWN,441 S CENTRAL AVENUE,LOS ANGELES,441 CENTRAL 90013-1711,,,,722110,Full-service restaurants,14,12/20/1990,,"(34.0424, -118.2397)"
0003292353-0001-1,C & D NOODLES INC.,PHO NOHO,5077 LANKERSHIM BLVD UNIT #D,NORTH HOLLYWOOD,5077 Lankershim 91601-4299,,,,722110,Full-service restaurants,2,01/11/2022,,"(34.1627, -118.374)"
0000025812-0001-6,JINTANA NOOCHLA-OR,SAPP COFFEE SHOP,5183 HOLLYWOOD BLVD,LOS ANGELES,5183 HOLLYWOOD 90027-6113,,,,722110,Full-service restaurants,13,10/01/1992,,"(34.1017, -118.3028)"
0000935454-0002-1,P F CHANG'S CHINA BISTRO INC,PF CHANG'S CHINA BISTRO,21821 OXNARD STREET,WOODLAND HILLS,21821 OXNARD 91367-3620,8377 E HARTFORD DRIVE SUITE #200,SCOTTSDALE,85255-5687,722110,Full-service restaurants,3,07/17/2000,,"(34.1792, -118.6032)"
0000572520-0001-3,TAKAAKI KOYAMA,DAIKOKUYA,327 E 1ST STREET,LOS ANGELES,327 1ST 90012-3901,139 N CITRUS AVENUE,COVINA,91723-2002,722110,Full-service restaurants,14,02/01/2002,,"(34.0499, -118.2401)"
0002775384-0001-9,MANNA GRILL LLC,,5539 W MANCHESTER AVENUE,LOS ANGELES,5539 MANCHESTER 90045-4413,12643 SHERMAN WAY UNIT #A,NORTH HOLLYWOOD,91605-5271,722110,Full-service restaurants,11,11/10/2014,,"(33.9599, -118.3779)"
0002497872-0001-8,SIETE AZUL LLC,EL CHOLO DOWNTOWN,1037 S FLOWER STREET,LOS ANGELES,1037 FLOWER 90015-1401,800 E WHITTIER BLVD APT #A,LA HABRA,90631-3933,722110,Full-service restaurants,14,04/30/2010,,"(34.0436, -118.2634)"
0003291434-0001-0,HONEY BEES HOUSE OF BREAKFAST INC,HONEY BEES HOUSE OF BREAKFAST INC,4715 W Adams,Los Angeles,4715 ADAMS 90016,4715 W Adams,Los Angeles,90016-2901,722110,Full-service restaurants,10,01/01/2022,,"(34.0328, 34.0328)"
0002323973-0001-1,LUIS PACHECO,,4150 AVALON BLVD,LOS ANGELES,4150 AVALON 90011-5643,,,,722110,Full-service restaurants,9,01/01/2007,,"(34.0081, -118.2652)"
0002678947-0002-1,KREATION JUICERY INC,KREATION & 3RD KAFE,8426 W 3RD STREET,LOS ANGELES,8426 3RD 90048-4112,25324   FRAMPTON AVENUE,HARBOR CITY,90710-2903,722110,Full-service restaurants,5,03/01/2015,,
0002538271-0001-9,STUFF N WINGS INC,,1827 S VERMONT AVENUE,LOS ANGELES,1827 VERMONT 90006-4525,,,,722110,Full-service restaurants,0,01/01/2002,,
0003313334-0001-1,REMNANT FOUNDATION INC,,601 Wilshire,Los Angeles,601 WILSHIRE 90017,601 Wilshire,Los Angeles,90017-3207,722110,Full-service restaurants,14,04/22/2022,,"(34.0484, 34.0484)"
0003294490-0001-5,CAFE CALLE LLC,,3310 S CENTRAL AVENUE,LOS ANGELES,3310 Central 90011-2518,4060 W 21ST STREET,LOS ANGELES,90018-1026,722110,Full-service restaurants,9,07/07/2021,,"(34.0133, -118.2562)"
0003296389-0001-9,CARLOS HENRIQUE P DE JESUS MORALEZ,,3120 W 185TH STREET,TORRANCE,3120 185th 90504-5004,,,,722110,Full-service restaurants,0,03/01/2022,,"(33.8626, -118.3275)"
0002683382-0004-1,"APELILA AND J, LLC",ONO HAWAIIAN BBQ,7948   VAN NUYS BLVD,VAN NUYS,7948 VAN NUYS 91402-0000,1315 VALLEY VISTA DRIVE,DIAMOND BAR,91765-3928,722110,Full-service restaurants,6,06/02/2017,,"(0.0, 0.0)"
0003297244-0003-7,SUNSET FOOD GROUP LLC,TODOS SANTOS,5946 W SUNSET BLVD,LOS ANGELES,5946 Sunset 90028-6521,,,,722110,Full-service restaurants,13,02/14/2022,,"(34.0978, -118.3194)"
0000879396-0001-7,BAN YAD CORP,ELAT BURGER,9340 W PICO BLVD,LOS ANGELES,9340 PICO 90035-1255,,,,722110,Full-service restaurants,5,07/10/2002,,"(34.0552, -118.394)"
0000618973-0002-7,RCSH OPERATIONS INC,RUTH'S CHRIS STEAK HOUSE,13455 MAXELLA AVENUE SUITE #230,MARINA DEL REY,13455 MAXELLA 90292-5682,1030 W CANTON AVENUE SUITE #100,WINTER PARK,32789-3050,722110,Full-service restaurants,11,07/25/2014,,"(33.9869, -118.4407)"
0002715527-0001-9,JNCD INVESTMENT CORP,CAFE MAK; CAFE MAK BAKERY,612 SHATTO PLACE,LOS ANGELES,612 SHATTO 90005-1301,,,,722110,Full-service restaurants,10,10/09/2013,,"(34.0631, -118.2899)"
0003290996-0001-4,FLAVOR TABLE LLC,FLAVOR TABLE LLC,2812 W Florence BUILDING,Los Angeles,2812 FLORENCE 90043,,,,722110,Full-service restaurants,8,01/03/2022,,"(33.9743, 33.9743)"
0000375051-0001-9,CALIFORNIA DONUTS #21 INC,CALIFORNIA DONUTS,3540 W 3RD STREET,LOS ANGELES,3540 3RD 90020-2013,,,,722110,Full-service restaurants,10,01/06/1982,,"(34.069, -118.2929)"
0003291922-0001-8,HEAVENLY GOOD BURGERS,HEAVENLY GOOD BURGERS,4116 Crenshaw,Los Angeles,4116 CRENSHAW 90008,4116 Crenshaw,Los Angeles,90008-2584,722110,Full-service restaurants,10,01/07/2022,,"(34.0094, 34.0094)"
0000860510-0001-5,EK HIM LIM CO INC,KIM CHUY RESTAURANT,727 N BROADWAY #103,LOS ANGELES,727 BROADWAY 90012-2864,,,,722110,Full-service restaurants,1,01/01/1991,,"(34.0608, -118.239)"
0000063498-0004-5,TOMDAN ENTERPRISES INC,ORIGINAL WORLD FAMOUS TOMMYS HAMBURGERS,7240 TOPANGA CANYON BLVD,CANOGA PARK,7240 TOPANGA CANYON 91303-1239,831 E HUNTINGTON DRIVE,MONROVIA,91016-3612,722110,Full-service restaurants,3,05/25/1988,,"(34.202, -118.6059)"
0002974754-0001-4,MEKCO 9 INC,NOODLE WORLD JR.,14622   VENTURA BLVD,SHERMAN OAKS,14622 VENTURA 91403-3600,429 S PALM AVENUE,ALHAMBRA,91803-1422,722110,Full-service restaurants,4,03/16/2017,,"(34.151, -118.4521)"
0000111880-0014-4,STARBUCKS CORPORATION,STARBUCKS COFFEE #6961,15355 SHERMAN WAY,VAN NUYS,15355 SHERMAN 91406-4200,POST OFFICE BOX #34442,SEATTLE,98124-1442,722110,Full-service restaurants,6,11/01/2010,,"(34.2012, -118.4679)"
0000079515-0001-6,HUOT EANG/MUY HEANG SIN,DAILY DONUTS,15757 ROSCOE BLVD,NORTH HILLS,15757 ROSCOE 91343-6407,,,,722110,Full-service restaurants,6,12/01/1992,,"(34.2213, -118.4757)"
0000028087-0001-1,JANE H MELVILLE,,11317 COLLINS STREET,N HOLLYWOOD,11317 COLLINS 91601-1808,,,,722110,Full-service restaurants,2,07/15/2003,,"(34.1739, -118.3773)"
0003034139-0001-1,MULTIWAY BUR INC DBA MUDDLE & TWIST,MUDDLE & TWIST,10863   MAGNOLIA BLVD,NORTH HOLLYWOOD,10863 MAGNOLIA 91601-3928,10865 MAGNOLIA BLVD,NORTH HOLLYWOOD,91601-3928,722110,Full-service restaurants,2,03/01/2018,,"(34.1652, -118.3679)"
0003040285-0001-6,GITANA LLC,,533   ROSE AVENUE,VENICE,533 ROSE 90291-2680,1114   OAKWOOD AVENUE,VENICE,90291-3418,722110,Full-service restaurants,11,05/05/2018,,"(33.9989, -118.4731)"
0000011199-0001-4,GENOVEVA HERNANDEZ,MI RANCHITO RESTAURANT,2325 E 1ST STREET,LOS ANGELES,2325 1ST 90033-4001,,,,722110,Full-service restaurants,14,09/10/1996,,"(34.0439, -118.2103)"
0000040962-0001-9,DENO DEMITRIOS PERRIS,PATRAS DRIVE IN #2,2319 N SAN FERNANDO ROAD,LOS ANGELES,2319 SAN FERNANDO 90065-1314,,,,722110,Full-service restaurants,1,02/01/2001,,"(34.1052, -118.2386)"
0002691828-0001-4,ESPARZA FOODS INC,,10981 GLENOAKS BLVD,PACOIMA,10981 GLENOAKS 91331-1632,,,,722110,Full-service restaurants,7,07/16/2013,,"(34.2693, -118.4071)"
0003245321-0001-1,MACCA CORPORATION,LOUISIANA KITHCEN,8822 S VERMONT AVENUE   BUILDING,LOS ANGELES,8822 VERMONT 90044,8856 S WESTERN AVENUE,LOS ANGELES,90047-3328,722110,Full-service restaurants,8,04/01/2021,,"(33.9574, -118.2912)"
0003292042-0001-9,"BRILLIANT BROTHERS, INC.",,3500 W 6th #226,Los Angeles,3500 6TH 90020,3500 W 6th #226,Los Angeles,90020-5803,722110,Full-service restaurants,10,01/10/2022,,"(34.0632, 34.0632)"
0000005444-0001-1,THE R&J AMUSEMENT COMPANY LLC,GRIFFITH PARK MERRY-GO-ROUND,1153 DE LUZ ROAD,FALLBROOK,1153 DE LUZ 92028-9742,1153 DE LUZ ROAD,FALLBROOK,92028-9742,722110,Full-service restaurants,0,01/01/1976,,"(33.393, -117.2528)"
0002735023-0001-2,MJWLA GROUP,MJ CAFE EXPRESS,11307 MISSISSIPPI AVENUE,LOS ANGELES,11307 MISSISSIPPI 90025-6227,,,,722110,Full-service restaurants,11,03/25/2014,,"(34.0394, -118.4426)"
0002401055-0001-8,YXTA COCINA MEXICANA LLC,YXTA COCINA MEXICANA,601 S CENTRAL AVENUE,LOS ANGELES,601 CENTRAL 90021-1050,,,,722110,Full-service restaurants,14,01/06/2009,,"(34.0381, -118.24)"
0003087680-0001-2,"DEL FRISCO'S OF CALIFORNIA, LLC",DOUBLE EAGLE STEAK HOUSE,10250   SANTA MONICA BLVD   SUITE #1700,LOS ANGELES,10250 SANTA MONICA 90067-6512,1510   WEST LOOP S,HOUSTON,77027-9505,722110,Full-service restaurants,5,12/21/2018,,"(34.06, -118.4198)"
0002609077-0001-3,CRC RESTAURANTS INC,GREYSTOKE GRILL,18395 VENTURA BLVD,TARZANA,18395 VENTURA 91356-4218,,,,722110,Full-service restaurants,3,04/04/2012,,"(34.1677, -118.5334)"
0000532043-0002-6,PRIMA PIZZA INC,DOMINO PIZZA,740 S OLIVE STREET #102,LOS ANGELES,740 OLIVE 90014-2616,5314 PAYLOR LANE,LAKEWOOD RANCH,34240-2202,722110,Full-service restaurants,14,01/23/1989,,"(34.046, -118.256)"
0002893392-0001-7,1556 CAHUENGA PARTNERS LLC,TREJO'S TACOS,1556 N CAHUENGA BLVD,LOS ANGELES,1556 CAHUENGA 90028-7313,631 N LARCHMONT BLVD   APT #2,LOS ANGELES,90004-1331,722110,Full-service restaurants,13,04/01/2016,,"(34.0991, -118.3294)"
0000239637-0011-3,EL POLLO LOCO INC,EL POLLO LOCO #5462,8239 TOPANGA CANYON BLVD,CANOGA PARK,8239 TOPANGA CANYON 91304-3841,3535 HARBOR BLVD SUITE #100,COSTA MESA,92626-1494,722110,Full-service restaurants,3,01/07/1988,,"(34.2192, -118.6059)"
0000028694-0004-4,MOHAMMAD H GHADRI,CUGURT,1904 1/2 HILLHURST AVENUE,LOS ANGELES,1904 HILLHURST 90027-2712,571 FAIRVIEW AVENUE #22,LOS ANGELES,90033-1667,722110,Full-service restaurants,4,03/01/2012,,"(34.1055, -118.2874)"
0002116219-0004-9,RADWICK ENTERPRISES LLC,SPITZ-STUDIO CITY,3737 CAHUENGA BLVD,STUDIO CITY,3737 CAHUENGA 91604-3504,,,,722110,Full-service restaurants,4,11/16/2013,,"(34.1357, -118.3619)"
0003247444-0001-5,VENICE NOODLES,,10953   VENICE BLVD,LOS ANGELES,10953 VENICE 90034,10953   VENICE BLVD,LOS ANGELES,90034-7014,722110,Full-service restaurants,5,03/01/2021,,"(34.0153, -118.4136)"
0002824314-0003-6,CREWS LAX2 LLC,FRESH BROTHERS,200 WORLD WAY SPACE #235FB,LOS ANGELES,200 WORLD 90045-5885,8685 W SAHARA AVENUE SUITE,LAS VEGAS,89117-5877,722110,Full-service restaurants,11,05/15/2015,,"(33.9452, -118.4019)"
0003371959-0001-3,CAFE ANGELINO INC,,8735 W 3rd,Los Angeles,8735 3RD 90048,,,,722110,Full-service restaurants,5,05/05/2023,,"(34.0739, 34.0739)"
0000774578-0001-3,RIGOBERTO ALDANA,THE FAMILY #2,6300 S FIGUEROA STREET,LOS ANGELES,6300 FIGUEROA 90003-1026,6337 DENVER AVENUE,LOS ANGELES,90044-5335,722110,Full-service restaurants,8,02/01/2003,,"(33.9823, -118.2826)"
0000016306-0001-1,"Z RESTAURANT, INC",FATBURGER,10955 KINROSS AVENUE,LOS ANGELES,10955 KINROSS 90024-3414,,,,722110,Full-service restaurants,5,04/01/1993,,"(34.0601, -118.4466)"
0002674175-0001-1,LAS ISLITAS MARICO'S FAMILY RESTAURANT INC,,5875 HOOPER AVENUE,LOS ANGELES,5875 HOOPER 90001-1280,,,,722110,Full-service restaurants,0,04/08/2013,,"(33.9868, -118.2521)"
0000652060-0001-0,DEBORAH KOJIMA,RESTAURANT TATSUKI,21630 VENTURA BLVD,WOODLAND HILLS,21630 VENTURA 91364-1921,4703   MOORPARK AVENUE   APT #18,MOORPARK,93021-4137,722110,Full-service restaurants,3,08/01/1988,,"(34.1682, -118.6)"
0003216500-0002-2,SAFFRON INDIAN FOOD INC,,300 S GRAND AVENUE SUITE #L100,LOS ANGELES,300 GRAND 90071-3109,8031 KENTLAND AVENUE,WEST HILLS,91304-3734,722110,Full-service restaurants,14,02/01/2021,,"(34.0523, -118.2513)"
0000764725-0001-1,BUENAVENTURA T MADRIAGA,SUSHI ON THE SPOT,8437 MAMMOTH AVENUE,PANORAMA CITY,8437 MAMMOTH 91402-3816,,,,722110,Full-service restaurants,6,01/01/2002,,"(34.2248, -118.4342)"
0000055177-0002-1,IL FORNAIO (AMERICA) LLC,IL FORNAIO CUCINA ITALIANA,6320 TOPANGA CANYON BLVD SUITE #1640,WOODLAND HILLS,6320 TOPANGA CANYON 91367-2214,770 TAMALPAIS DRIVE SUITE #208,CORTE MADERA,94925-1736,722110,Full-service restaurants,3,02/05/2015,,"(34.1854, -118.6058)"
0000975191-0001-4,MIGUEL GRACIANO,LA CABANA RESTAURANT,2931 E 4TH STREET,LOS ANGELES,2931 4TH 90033-4432,,,,722110,Full-service restaurants,14,07/16/1999,,"(34.0372, -118.2042)"
0000650423-0004-1,DEL TACO LLC,DEL TACO #400,8949 CORBIN AVENUE UNIT #400,NORTHRIDGE,8949 CORBIN 91324-3312,25521 COMMERCENTRE DRIVE #2FL,LAKE FOREST,92630-8857,722110,Full-service restaurants,12,03/27/1988,,"(34.2332, -118.5623)"
0002368747-0001-4,FLAME CUISINE INC,,1442 WESTWOOD BLVD,LOS ANGELES,1442 WESTWOOD 90024-4900,,,,722110,Full-service restaurants,5,04/01/2008,,"(34.0547, -118.4413)"
0000632506-0001-3,SOMWANG & THASSANA LAPNIRAMAI,LITTLE ORCHIDS RESTAURANT,21614 VENTURA BLVD,WOODLAND HILLS,21614 VENTURA 91364-1921,,,,722110,Full-service restaurants,3,12/04/1997,,"(34.1682, -118.5998)"
0003368341-0001-9,YOUNGFELLA LLC,THE AULD FELLA,11831 WILSHIRE BLVD,LOS ANGELES,11831 WILSHIRE 90025-6601,,,,722110,Full-service restaurants,0,02/02/2023,,"(34.0478, -118.4635)"
0002113509-0003-0,MAXWELL MASAYA / LILIAN MASAYA,LILIAN'S BREAD AND SWEETS,16134 NORDHOFF STREET    #C,NORTH HILLS,16134 NORDHOFF 91343-3003,,,,722110,Full-service restaurants,12,01/24/2022,,"(34.2355, -118.4842)"
0000239637-0036-9,EL POLLO LOCO INC,EL POLO LOCO # 6080,6400 LANKERSHIM BLVD,NORTH HOLLYWOOD,6400 LANKERSHIM 91606-2812,3535 HARBOR BLVD SUITE #100,COSTA MESA,92626-1494,722110,Full-service restaurants,2,07/27/2009,,"(34.1866, -118.3877)"
